name,type,day,start_time,end_time,status
Dominique Devriese,person,2025-02-26,15:00,16:00,unavailable
Dominique Devriese,person,2025-02-27,09:00,10:00,unavailable
Dominique Devriese,person,2025-02-27,10:00,11:00,unavailable
Dominique Devriese,person,2025-02-27,11:00,12:00,unavailable
Dominique Devriese,person,2025-02-27,12:00,13:00,unavailable
Dominique Devriese,person,2025-02-27,14:00,15:00,unavailable
Dominique Devriese,person,2025-02-27,16:00,17:00,unavailable
Dominique Devriese,person,2025-02-28,09:00,10:00,unavailable
Dominique Devriese,person,2025-02-28,10:00,11:00,unavailable
Dominique Devriese,person,2025-02-28,11:00,12:00,unavailable
Dominique Devriese,person,2025-02-28,12:00,13:00,unavailable
Dominique Devriese,person,2025-02-28,13:00,14:00,unavailable
Dominique Devriese,person,2025-02-28,15:00,16:00,unavailable
Eddy Truyen,person,2025-02-24,09:00,10:00,unavailable
Eddy Truyen,person,2025-02-24,10:00,11:00,unavailable
Eddy Truyen,person,2025-02-24,11:00,12:00,unavailable
Eddy Truyen,person,2025-02-24,12:00,13:00,unavailable
Eddy Truyen,person,2025-02-24,13:00,14:00,unavailable
Eddy Truyen,person,2025-02-24,14:00,15:00,unavailable
Eddy Truyen,person,2025-02-25,09:00,10:00,unavailable
Eddy Truyen,person,2025-02-25,10:00,11:00,unavailable
Eddy Truyen,person,2025-02-25,11:00,12:00,unavailable
Eddy Truyen,person,2025-02-25,13:00,14:00,unavailable
Eddy Truyen,person,2025-02-25,14:00,15:00,unavailable
Eddy Truyen,person,2025-02-25,15:00,16:00,unavailable
Eddy Truyen,person,2025-02-25,16:00,17:00,unavailable
Eddy Truyen,person,2025-02-26,09:00,10:00,unavailable
Eddy Truyen,person,2025-02-26,10:00,11:00,unavailable
Eddy Truyen,person,2025-02-26,11:00,12:00,unavailable
Eddy Truyen,person,2025-02-26,12:00,13:00,unavailable
Eddy Truyen,person,2025-02-26,14:00,15:00,unavailable
Eddy Truyen,person,2025-02-26,16:00,17:00,unavailable
Eddy Truyen,person,2025-02-27,09:00,10:00,unavailable
Eddy Truyen,person,2025-02-27,11:00,12:00,unavailable
Eddy Truyen,person,2025-02-27,12:00,13:00,unavailable
Eddy Truyen,person,2025-02-27,13:00,14:00,unavailable
Eddy Truyen,person,2025-02-27,14:00,15:00,unavailable
Eddy Truyen,person,2025-02-27,15:00,16:00,unavailable
Eddy Truyen,person,2025-02-27,16:00,17:00,unavailable
Eddy Truyen,person,2025-02-28,10:00,11:00,unavailable
Eddy Truyen,person,2025-02-28,11:00,12:00,unavailable
Eddy Truyen,person,2025-02-28,12:00,13:00,unavailable
Eddy Truyen,person,2025-02-28,13:00,14:00,unavailable
Eddy Truyen,person,2025-02-28,15:00,16:00,unavailable
Eddy Truyen,person,2025-02-28,16:00,17:00,unavailable
Elien Bellon,person,2025-02-24,09:00,10:00,unavailable
Elien Bellon,person,2025-02-24,12:00,13:00,unavailable
Elien Bellon,person,2025-02-24,13:00,14:00,unavailable
Elien Bellon,person,2025-02-25,11:00,12:00,unavailable
Elien Bellon,person,2025-02-25,12:00,13:00,unavailable
Elien Bellon,person,2025-02-25,13:00,14:00,unavailable
Elien Bellon,person,2025-02-25,14:00,15:00,unavailable
Elien Bellon,person,2025-02-25,15:00,16:00,unavailable
Elien Bellon,person,2025-02-26,09:00,10:00,unavailable
Elien Bellon,person,2025-02-26,12:00,13:00,unavailable
Elien Bellon,person,2025-02-26,13:00,14:00,unavailable
Elien Bellon,person,2025-02-26,14:00,15:00,unavailable
Elien Bellon,person,2025-02-26,15:00,16:00,unavailable
Elien Bellon,person,2025-02-26,16:00,17:00,unavailable
Elien Bellon,person,2025-02-27,11:00,12:00,unavailable
Elien Bellon,person,2025-02-27,12:00,13:00,unavailable
Elien Bellon,person,2025-02-27,13:00,14:00,unavailable
Elien Bellon,person,2025-02-27,14:00,15:00,unavailable
Elien Bellon,person,2025-02-27,16:00,17:00,unavailable
Elien Bellon,person,2025-02-28,09:00,10:00,unavailable
Elien Bellon,person,2025-02-28,10:00,11:00,unavailable
Elien Bellon,person,2025-02-28,11:00,12:00,unavailable
Elien Bellon,person,2025-02-28,12:00,13:00,unavailable
Elien Bellon,person,2025-02-28,13:00,14:00,unavailable
Elien Bellon,person,2025-02-28,16:00,17:00,unavailable
Frank Piessens,person,2025-02-24,09:00,10:00,unavailable
Frank Piessens,person,2025-02-24,13:00,14:00,unavailable
Frank Piessens,person,2025-02-25,09:00,10:00,unavailable
Frank Piessens,person,2025-02-25,10:00,11:00,unavailable
Frank Piessens,person,2025-02-25,11:00,12:00,unavailable
Frank Piessens,person,2025-02-25,12:00,13:00,unavailable
Frank Piessens,person,2025-02-25,13:00,14:00,unavailable
Frank Piessens,person,2025-02-25,14:00,15:00,unavailable
Frank Piessens,person,2025-02-25,15:00,16:00,unavailable
Frank Piessens,person,2025-02-25,16:00,17:00,unavailable
Frank Piessens,person,2025-02-26,09:00,10:00,unavailable
Frank Piessens,person,2025-02-26,10:00,11:00,unavailable
Frank Piessens,person,2025-02-26,12:00,13:00,unavailable
Frank Piessens,person,2025-02-27,10:00,11:00,unavailable
Frank Piessens,person,2025-02-28,09:00,10:00,unavailable
Frank Piessens,person,2025-02-28,10:00,11:00,unavailable
Frank Piessens,person,2025-02-28,11:00,12:00,unavailable
Frank Piessens,person,2025-02-28,12:00,13:00,unavailable
Frank Piessens,person,2025-02-28,13:00,14:00,unavailable
Frank Piessens,person,2025-02-28,14:00,15:00,unavailable
Frank Piessens,person,2025-02-28,15:00,16:00,unavailable
Frank Piessens,person,2025-02-28,16:00,17:00,unavailable
Frederik Allaeys,person,2025-02-24,09:00,10:00,unavailable
Frederik Allaeys,person,2025-02-24,10:00,11:00,unavailable
Frederik Allaeys,person,2025-02-24,14:00,15:00,unavailable
Frederik Allaeys,person,2025-02-24,15:00,16:00,unavailable
Frederik Allaeys,person,2025-02-24,16:00,17:00,unavailable
Frederik Allaeys,person,2025-02-25,09:00,10:00,unavailable
Frederik Allaeys,person,2025-02-25,10:00,11:00,unavailable
Frederik Allaeys,person,2025-02-25,13:00,14:00,unavailable
Frederik Allaeys,person,2025-02-25,15:00,16:00,unavailable
Frederik Allaeys,person,2025-02-25,16:00,17:00,unavailable
Frederik Allaeys,person,2025-02-26,10:00,11:00,unavailable
Frederik Allaeys,person,2025-02-26,11:00,12:00,unavailable
Frederik Allaeys,person,2025-02-26,12:00,13:00,unavailable
Frederik Allaeys,person,2025-02-26,14:00,15:00,unavailable
Frederik Allaeys,person,2025-02-26,16:00,17:00,unavailable
Frederik Allaeys,person,2025-02-27,11:00,12:00,unavailable
Frederik Allaeys,person,2025-02-27,12:00,13:00,unavailable
Frederik Allaeys,person,2025-02-27,14:00,15:00,unavailable
Frederik Allaeys,person,2025-02-27,16:00,17:00,unavailable
Frederik Allaeys,person,2025-02-28,13:00,14:00,unavailable
Frederik Allaeys,person,2025-02-28,14:00,15:00,unavailable
Frederik Allaeys,person,2025-02-28,16:00,17:00,unavailable
Frederik De Ceuster,person,2025-02-24,11:00,12:00,unavailable
Frederik De Ceuster,person,2025-02-24,12:00,13:00,unavailable
Frederik De Ceuster,person,2025-02-24,13:00,14:00,unavailable
Frederik De Ceuster,person,2025-02-24,14:00,15:00,unavailable
Frederik De Ceuster,person,2025-02-24,15:00,16:00,unavailable
Frederik De Ceuster,person,2025-02-24,16:00,17:00,unavailable
Frederik De Ceuster,person,2025-02-25,09:00,10:00,unavailable
Frederik De Ceuster,person,2025-02-25,12:00,13:00,unavailable
Frederik De Ceuster,person,2025-02-25,13:00,14:00,unavailable
Frederik De Ceuster,person,2025-02-25,14:00,15:00,unavailable
Frederik De Ceuster,person,2025-02-25,15:00,16:00,unavailable
Frederik De Ceuster,person,2025-02-25,16:00,17:00,unavailable
Frederik De Ceuster,person,2025-02-26,10:00,11:00,unavailable
Frederik De Ceuster,person,2025-02-26,11:00,12:00,unavailable
Frederik De Ceuster,person,2025-02-26,13:00,14:00,unavailable
Frederik De Ceuster,person,2025-02-26,14:00,15:00,unavailable
Frederik De Ceuster,person,2025-02-26,15:00,16:00,unavailable
Frederik De Ceuster,person,2025-02-26,16:00,17:00,unavailable
Frederik De Ceuster,person,2025-02-27,09:00,10:00,unavailable
Frederik De Ceuster,person,2025-02-27,11:00,12:00,unavailable
Frederik De Ceuster,person,2025-02-27,12:00,13:00,unavailable
Frederik De Ceuster,person,2025-02-27,13:00,14:00,unavailable
Frederik De Ceuster,person,2025-02-27,15:00,16:00,unavailable
Frederik De Ceuster,person,2025-02-27,16:00,17:00,unavailable
Frederik De Ceuster,person,2025-02-28,13:00,14:00,unavailable
Frederik De Ceuster,person,2025-02-28,14:00,15:00,unavailable
Frederik De Ceuster,person,2025-02-28,15:00,16:00,unavailable
Frederik De Ceuster,person,2025-02-28,16:00,17:00,unavailable
Gertjan Franken,person,2025-02-24,09:00,10:00,unavailable
Gertjan Franken,person,2025-02-24,10:00,11:00,unavailable
Gertjan Franken,person,2025-02-24,11:00,12:00,unavailable
Gertjan Franken,person,2025-02-24,12:00,13:00,unavailable
Gertjan Franken,person,2025-02-24,13:00,14:00,unavailable
Gertjan Franken,person,2025-02-24,14:00,15:00,unavailable
Gertjan Franken,person,2025-02-24,15:00,16:00,unavailable
Gertjan Franken,person,2025-02-25,10:00,11:00,unavailable
Gertjan Franken,person,2025-02-25,12:00,13:00,unavailable
Gertjan Franken,person,2025-02-25,13:00,14:00,unavailable
Gertjan Franken,person,2025-02-25,14:00,15:00,unavailable
Gertjan Franken,person,2025-02-26,09:00,10:00,unavailable
Gertjan Franken,person,2025-02-26,10:00,11:00,unavailable
Gertjan Franken,person,2025-02-26,11:00,12:00,unavailable
Gertjan Franken,person,2025-02-26,12:00,13:00,unavailable
Gertjan Franken,person,2025-02-26,13:00,14:00,unavailable
Gertjan Franken,person,2025-02-26,15:00,16:00,unavailable
Gertjan Franken,person,2025-02-27,09:00,10:00,unavailable
Gertjan Franken,person,2025-02-27,11:00,12:00,unavailable
Gertjan Franken,person,2025-02-27,12:00,13:00,unavailable
Gertjan Franken,person,2025-02-27,13:00,14:00,unavailable
Gertjan Franken,person,2025-02-27,14:00,15:00,unavailable
Gertjan Franken,person,2025-02-28,09:00,10:00,unavailable
Gertjan Franken,person,2025-02-28,10:00,11:00,unavailable
Gertjan Franken,person,2025-02-28,11:00,12:00,unavailable
Gertjan Franken,person,2025-02-28,12:00,13:00,unavailable
Gertjan Franken,person,2025-02-28,13:00,14:00,unavailable
Gertjan Franken,person,2025-02-28,16:00,17:00,unavailable
Glenn De Witte,person,2025-02-24,10:00,11:00,unavailable
Glenn De Witte,person,2025-02-24,11:00,12:00,unavailable
Glenn De Witte,person,2025-02-24,12:00,13:00,unavailable
Glenn De Witte,person,2025-02-24,13:00,14:00,unavailable
Glenn De Witte,person,2025-02-24,14:00,15:00,unavailable
Glenn De Witte,person,2025-02-24,15:00,16:00,unavailable
Glenn De Witte,person,2025-02-24,16:00,17:00,unavailable
Glenn De Witte,person,2025-02-25,09:00,10:00,unavailable
Glenn De Witte,person,2025-02-25,12:00,13:00,unavailable
Glenn De Witte,person,2025-02-25,13:00,14:00,unavailable
Glenn De Witte,person,2025-02-25,15:00,16:00,unavailable
Glenn De Witte,person,2025-02-25,16:00,17:00,unavailable
Glenn De Witte,person,2025-02-26,09:00,10:00,unavailable
Glenn De Witte,person,2025-02-26,10:00,11:00,unavailable
Glenn De Witte,person,2025-02-26,11:00,12:00,unavailable
Glenn De Witte,person,2025-02-26,12:00,13:00,unavailable
Glenn De Witte,person,2025-02-26,13:00,14:00,unavailable
Glenn De Witte,person,2025-02-26,14:00,15:00,unavailable
Glenn De Witte,person,2025-02-26,16:00,17:00,unavailable
Glenn De Witte,person,2025-02-27,09:00,10:00,unavailable
Glenn De Witte,person,2025-02-27,10:00,11:00,unavailable
Glenn De Witte,person,2025-02-27,11:00,12:00,unavailable
Glenn De Witte,person,2025-02-27,12:00,13:00,unavailable
Glenn De Witte,person,2025-02-27,13:00,14:00,unavailable
Glenn De Witte,person,2025-02-27,14:00,15:00,unavailable
Glenn De Witte,person,2025-02-27,15:00,16:00,unavailable
Glenn De Witte,person,2025-02-27,16:00,17:00,unavailable
Glenn De Witte,person,2025-02-28,10:00,11:00,unavailable
Glenn De Witte,person,2025-02-28,11:00,12:00,unavailable
Glenn De Witte,person,2025-02-28,12:00,13:00,unavailable
Glenn De Witte,person,2025-02-28,13:00,14:00,unavailable
Glenn De Witte,person,2025-02-28,14:00,15:00,unavailable
Glenn De Witte,person,2025-02-28,16:00,17:00,unavailable
Grzegorz Meller,person,2025-02-24,09:00,10:00,unavailable
Grzegorz Meller,person,2025-02-24,12:00,13:00,unavailable
Grzegorz Meller,person,2025-02-24,14:00,15:00,unavailable
Grzegorz Meller,person,2025-02-24,15:00,16:00,unavailable
Grzegorz Meller,person,2025-02-24,16:00,17:00,unavailable
Grzegorz Meller,person,2025-02-25,10:00,11:00,unavailable
Grzegorz Meller,person,2025-02-25,13:00,14:00,unavailable
Grzegorz Meller,person,2025-02-25,14:00,15:00,unavailable
Grzegorz Meller,person,2025-02-25,16:00,17:00,unavailable
Grzegorz Meller,person,2025-02-26,10:00,11:00,unavailable
Grzegorz Meller,person,2025-02-26,11:00,12:00,unavailable
Grzegorz Meller,person,2025-02-26,12:00,13:00,unavailable
Grzegorz Meller,person,2025-02-26,13:00,14:00,unavailable
Grzegorz Meller,person,2025-02-26,14:00,15:00,unavailable
Grzegorz Meller,person,2025-02-27,11:00,12:00,unavailable
Grzegorz Meller,person,2025-02-27,14:00,15:00,unavailable
Grzegorz Meller,person,2025-02-27,15:00,16:00,unavailable
Grzegorz Meller,person,2025-02-27,16:00,17:00,unavailable
Grzegorz Meller,person,2025-02-28,09:00,10:00,unavailable
Grzegorz Meller,person,2025-02-28,10:00,11:00,unavailable
Grzegorz Meller,person,2025-02-28,12:00,13:00,unavailable
Grzegorz Meller,person,2025-02-28,13:00,14:00,unavailable
Grzegorz Meller,person,2025-02-28,14:00,15:00,unavailable
Grzegorz Meller,person,2025-02-28,15:00,16:00,unavailable
Hans Winderix,person,2025-02-24,11:00,12:00,unavailable
Hans Winderix,person,2025-02-24,12:00,13:00,unavailable
Hans Winderix,person,2025-02-24,13:00,14:00,unavailable
Hans Winderix,person,2025-02-24,14:00,15:00,unavailable
Hans Winderix,person,2025-02-24,15:00,16:00,unavailable
Hans Winderix,person,2025-02-25,09:00,10:00,unavailable
Hans Winderix,person,2025-02-25,10:00,11:00,unavailable
Hans Winderix,person,2025-02-25,12:00,13:00,unavailable
Hans Winderix,person,2025-02-25,13:00,14:00,unavailable
Hans Winderix,person,2025-02-25,15:00,16:00,unavailable
Hans Winderix,person,2025-02-25,16:00,17:00,unavailable
Hans Winderix,person,2025-02-26,09:00,10:00,unavailable
Hans Winderix,person,2025-02-26,10:00,11:00,unavailable
Hans Winderix,person,2025-02-26,11:00,12:00,unavailable
Hans Winderix,person,2025-02-26,13:00,14:00,unavailable
Hans Winderix,person,2025-02-26,14:00,15:00,unavailable
Hans Winderix,person,2025-02-26,15:00,16:00,unavailable
Hans Winderix,person,2025-02-26,16:00,17:00,unavailable
Hans Winderix,person,2025-02-27,09:00,10:00,unavailable
Hans Winderix,person,2025-02-27,10:00,11:00,unavailable
Hans Winderix,person,2025-02-27,11:00,12:00,unavailable
Hans Winderix,person,2025-02-27,12:00,13:00,unavailable
Hans Winderix,person,2025-02-27,13:00,14:00,unavailable
Hans Winderix,person,2025-02-27,14:00,15:00,unavailable
Hans Winderix,person,2025-02-27,15:00,16:00,unavailable
Hans Winderix,person,2025-02-27,16:00,17:00,unavailable
Hans Winderix,person,2025-02-28,09:00,10:00,unavailable
Hans Winderix,person,2025-02-28,10:00,11:00,unavailable
Hans Winderix,person,2025-02-28,12:00,13:00,unavailable
Hans Winderix,person,2025-02-28,13:00,14:00,unavailable
Hans Winderix,person,2025-02-28,14:00,15:00,unavailable
Hans Winderix,person,2025-02-28,15:00,16:00,unavailable
Hans Winderix,person,2025-02-28,16:00,17:00,unavailable
Hendrik Blockeel,person,2025-02-24,09:00,10:00,unavailable
Hendrik Blockeel,person,2025-02-24,10:00,11:00,unavailable
Hendrik Blockeel,person,2025-02-24,11:00,12:00,unavailable
Hendrik Blockeel,person,2025-02-24,12:00,13:00,unavailable
Hendrik Blockeel,person,2025-02-24,13:00,14:00,unavailable
Hendrik Blockeel,person,2025-02-24,14:00,15:00,unavailable
Hendrik Blockeel,person,2025-02-24,15:00,16:00,unavailable
Hendrik Blockeel,person,2025-02-24,16:00,17:00,unavailable
Hendrik Blockeel,person,2025-02-25,11:00,12:00,unavailable
Hendrik Blockeel,person,2025-02-25,13:00,14:00,unavailable
Hendrik Blockeel,person,2025-02-25,14:00,15:00,unavailable
Hendrik Blockeel,person,2025-02-25,15:00,16:00,unavailable
Hendrik Blockeel,person,2025-02-25,16:00,17:00,unavailable
Hendrik Blockeel,person,2025-02-26,09:00,10:00,unavailable
Hendrik Blockeel,person,2025-02-26,10:00,11:00,unavailable
Hendrik Blockeel,person,2025-02-26,11:00,12:00,unavailable
Hendrik Blockeel,person,2025-02-26,13:00,14:00,unavailable
Hendrik Blockeel,person,2025-02-26,15:00,16:00,unavailable
Hendrik Blockeel,person,2025-02-26,16:00,17:00,unavailable
Hendrik Blockeel,person,2025-02-27,09:00,10:00,unavailable
Hendrik Blockeel,person,2025-02-27,10:00,11:00,unavailable
Hendrik Blockeel,person,2025-02-27,11:00,12:00,unavailable
Hendrik Blockeel,person,2025-02-27,12:00,13:00,unavailable
Hendrik Blockeel,person,2025-02-27,13:00,14:00,unavailable
Hendrik Blockeel,person,2025-02-27,14:00,15:00,unavailable
Hendrik Blockeel,person,2025-02-27,15:00,16:00,unavailable
Hendrik Blockeel,person,2025-02-27,16:00,17:00,unavailable
Hendrik Blockeel,person,2025-02-28,09:00,10:00,unavailable
Hendrik Blockeel,person,2025-02-28,11:00,12:00,unavailable
Hendrik Blockeel,person,2025-02-28,12:00,13:00,unavailable
Hendrik Blockeel,person,2025-02-28,13:00,14:00,unavailable
Hendrik Blockeel,person,2025-02-28,15:00,16:00,unavailable
Hendrik Blockeel,person,2025-02-28,16:00,17:00,unavailable
Héloïse Gollier,person,2025-02-24,09:00,10:00,unavailable
Héloïse Gollier,person,2025-02-24,12:00,13:00,unavailable
Héloïse Gollier,person,2025-02-24,13:00,14:00,unavailable
Héloïse Gollier,person,2025-02-24,14:00,15:00,unavailable
Héloïse Gollier,person,2025-02-24,15:00,16:00,unavailable
Héloïse Gollier,person,2025-02-24,16:00,17:00,unavailable
Héloïse Gollier,person,2025-02-25,09:00,10:00,unavailable
Héloïse Gollier,person,2025-02-25,11:00,12:00,unavailable
Héloïse Gollier,person,2025-02-25,13:00,14:00,unavailable
Héloïse Gollier,person,2025-02-26,09:00,10:00,unavailable
Héloïse Gollier,person,2025-02-26,13:00,14:00,unavailable
Héloïse Gollier,person,2025-02-27,09:00,10:00,unavailable
Héloïse Gollier,person,2025-02-27,10:00,11:00,unavailable
Héloïse Gollier,person,2025-02-27,11:00,12:00,unavailable
Héloïse Gollier,person,2025-02-27,12:00,13:00,unavailable
Héloïse Gollier,person,2025-02-27,14:00,15:00,unavailable
Héloïse Gollier,person,2025-02-27,16:00,17:00,unavailable
Héloïse Gollier,person,2025-02-28,11:00,12:00,unavailable
Héloïse Gollier,person,2025-02-28,12:00,13:00,unavailable
Ilyas Lemmens,person,2025-02-24,12:00,13:00,unavailable
Ilyas Lemmens,person,2025-02-24,13:00,14:00,unavailable
Ilyas Lemmens,person,2025-02-25,12:00,13:00,unavailable
Ilyas Lemmens,person,2025-02-25,13:00,14:00,unavailable
Ilyas Lemmens,person,2025-02-25,14:00,15:00,unavailable
Ilyas Lemmens,person,2025-02-25,16:00,17:00,unavailable
Ilyas Lemmens,person,2025-02-26,09:00,10:00,unavailable
Ilyas Lemmens,person,2025-02-26,11:00,12:00,unavailable
Ilyas Lemmens,person,2025-02-26,12:00,13:00,unavailable
Ilyas Lemmens,person,2025-02-26,13:00,14:00,unavailable
Ilyas Lemmens,person,2025-02-26,14:00,15:00,unavailable
Ilyas Lemmens,person,2025-02-27,09:00,10:00,unavailable
Ilyas Lemmens,person,2025-02-27,10:00,11:00,unavailable
Ilyas Lemmens,person,2025-02-27,11:00,12:00,unavailable
Ilyas Lemmens,person,2025-02-27,12:00,13:00,unavailable
Ilyas Lemmens,person,2025-02-27,13:00,14:00,unavailable
Ilyas Lemmens,person,2025-02-27,15:00,16:00,unavailable
Ilyas Lemmens,person,2025-02-28,10:00,11:00,unavailable
Ilyas Lemmens,person,2025-02-28,11:00,12:00,unavailable
Ilyas Lemmens,person,2025-02-28,12:00,13:00,unavailable
Ilyas Lemmens,person,2025-02-28,13:00,14:00,unavailable
Ilyas Lemmens,person,2025-02-28,16:00,17:00,unavailable
Ivania Nadine Donoso Guzmán,person,2025-02-24,09:00,10:00,unavailable
Ivania Nadine Donoso Guzmán,person,2025-02-24,10:00,11:00,unavailable
Ivania Nadine Donoso Guzmán,person,2025-02-24,11:00,12:00,unavailable
Ivania Nadine Donoso Guzmán,person,2025-02-24,13:00,14:00,unavailable
Ivania Nadine Donoso Guzmán,person,2025-02-24,15:00,16:00,unavailable
Ivania Nadine Donoso Guzmán,person,2025-02-24,16:00,17:00,unavailable
Ivania Nadine Donoso Guzmán,person,2025-02-25,12:00,13:00,unavailable
Ivania Nadine Donoso Guzmán,person,2025-02-25,13:00,14:00,unavailable
Ivania Nadine Donoso Guzmán,person,2025-02-25,14:00,15:00,unavailable
Ivania Nadine Donoso Guzmán,person,2025-02-25,15:00,16:00,unavailable
Ivania Nadine Donoso Guzmán,person,2025-02-26,13:00,14:00,unavailable
Ivania Nadine Donoso Guzmán,person,2025-02-26,15:00,16:00,unavailable
Ivania Nadine Donoso Guzmán,person,2025-02-27,10:00,11:00,unavailable
Ivania Nadine Donoso Guzmán,person,2025-02-27,12:00,13:00,unavailable
Ivania Nadine Donoso Guzmán,person,2025-02-27,13:00,14:00,unavailable
Ivania Nadine Donoso Guzmán,person,2025-02-27,15:00,16:00,unavailable
Ivania Nadine Donoso Guzmán,person,2025-02-28,09:00,10:00,unavailable
Ivania Nadine Donoso Guzmán,person,2025-02-28,13:00,14:00,unavailable
Ivania Nadine Donoso Guzmán,person,2025-02-28,14:00,15:00,unavailable
Ivania Nadine Donoso Guzmán,person,2025-02-28,15:00,16:00,unavailable
Jan Goedgebeur,person,2025-02-24,10:00,11:00,unavailable
Jan Goedgebeur,person,2025-02-24,12:00,13:00,unavailable
Jan Goedgebeur,person,2025-02-24,13:00,14:00,unavailable
Jan Goedgebeur,person,2025-02-24,14:00,15:00,unavailable
Jan Goedgebeur,person,2025-02-24,15:00,16:00,unavailable
Jan Goedgebeur,person,2025-02-24,16:00,17:00,unavailable
Jan Goedgebeur,person,2025-02-25,09:00,10:00,unavailable
Jan Goedgebeur,person,2025-02-25,10:00,11:00,unavailable
Jan Goedgebeur,person,2025-02-25,11:00,12:00,unavailable
Jan Goedgebeur,person,2025-02-25,12:00,13:00,unavailable
Jan Goedgebeur,person,2025-02-25,13:00,14:00,unavailable
Jan Goedgebeur,person,2025-02-25,14:00,15:00,unavailable
Jan Goedgebeur,person,2025-02-25,15:00,16:00,unavailable
Jan Goedgebeur,person,2025-02-25,16:00,17:00,unavailable
Jan Goedgebeur,person,2025-02-26,10:00,11:00,unavailable
Jan Goedgebeur,person,2025-02-26,11:00,12:00,unavailable
Jan Goedgebeur,person,2025-02-26,13:00,14:00,unavailable
Jan Goedgebeur,person,2025-02-26,15:00,16:00,unavailable
Jan Goedgebeur,person,2025-02-26,16:00,17:00,unavailable
Jan Goedgebeur,person,2025-02-27,09:00,10:00,unavailable
Jan Goedgebeur,person,2025-02-27,10:00,11:00,unavailable
Jan Goedgebeur,person,2025-02-27,11:00,12:00,unavailable
Jan Goedgebeur,person,2025-02-27,12:00,13:00,unavailable
Jan Goedgebeur,person,2025-02-27,13:00,14:00,unavailable
Jan Goedgebeur,person,2025-02-27,14:00,15:00,unavailable
Jan Goedgebeur,person,2025-02-27,15:00,16:00,unavailable
Jan Goedgebeur,person,2025-02-27,16:00,17:00,unavailable
Jan Goedgebeur,person,2025-02-28,14:00,15:00,unavailable
Jan Goedgebeur,person,2025-02-28,15:00,16:00,unavailable
Jan Goedgebeur,person,2025-02-28,16:00,17:00,unavailable
Jan Van Haaren,person,2025-02-24,10:00,11:00,unavailable
Jan Van Haaren,person,2025-02-24,13:00,14:00,unavailable
Jan Van Haaren,person,2025-02-25,11:00,12:00,unavailable
Jan Van Haaren,person,2025-02-25,15:00,16:00,unavailable
Jan Van Haaren,person,2025-02-26,13:00,14:00,unavailable
Jan Van Haaren,person,2025-02-26,16:00,17:00,unavailable
Jan Van Haaren,person,2025-02-27,09:00,10:00,unavailable
Jan Van Haaren,person,2025-02-27,11:00,12:00,unavailable
Jan Van Haaren,person,2025-02-28,12:00,13:00,unavailable
Jan Van Haaren,person,2025-02-28,13:00,14:00,unavailable
Jan Van Haaren,person,2025-02-28,14:00,15:00,unavailable
Java,room,2025-02-26,14:00,15:00,unavailable
Java,room,2025-02-27,09:00,10:00,unavailable
Java,room,2025-02-27,10:00,11:00,unavailable
Jens Bürger,person,2025-02-24,09:00,10:00,unavailable
Jens Bürger,person,2025-02-24,10:00,11:00,unavailable
Jens Bürger,person,2025-02-24,12:00,13:00,unavailable
Jens Bürger,person,2025-02-24,13:00,14:00,unavailable
Jens Bürger,person,2025-02-24,14:00,15:00,unavailable
Jens Bürger,person,2025-02-24,16:00,17:00,unavailable
Jens Bürger,person,2025-02-25,09:00,10:00,unavailable
Jens Bürger,person,2025-02-25,10:00,11:00,unavailable
Jens Bürger,person,2025-02-25,11:00,12:00,unavailable
Jens Bürger,person,2025-02-25,12:00,13:00,unavailable
Jens Bürger,person,2025-02-25,13:00,14:00,unavailable
Jens Bürger,person,2025-02-25,15:00,16:00,unavailable
Jens Bürger,person,2025-02-25,16:00,17:00,unavailable
Jens Bürger,person,2025-02-26,09:00,10:00,unavailable
Jens Bürger,person,2025-02-26,10:00,11:00,unavailable
Jens Bürger,person,2025-02-26,11:00,12:00,unavailable
Jens Bürger,person,2025-02-26,12:00,13:00,unavailable
Jens Bürger,person,2025-02-26,13:00,14:00,unavailable
Jens Bürger,person,2025-02-26,14:00,15:00,unavailable
Jens Bürger,person,2025-02-26,15:00,16:00,unavailable
Jens Bürger,person,2025-02-26,16:00,17:00,unavailable
Jens Bürger,person,2025-02-27,09:00,10:00,unavailable
Jens Bürger,person,2025-02-27,10:00,11:00,unavailable
Jens Bürger,person,2025-02-27,11:00,12:00,unavailable
Jens Bürger,person,2025-02-27,12:00,13:00,unavailable
Jens Bürger,person,2025-02-27,13:00,14:00,unavailable
Jens Bürger,person,2025-02-27,14:00,15:00,unavailable
Jens Bürger,person,2025-02-27,16:00,17:00,unavailable
Jens Bürger,person,2025-02-28,09:00,10:00,unavailable
Jens Bürger,person,2025-02-28,10:00,11:00,unavailable
Jens Bürger,person,2025-02-28,11:00,12:00,unavailable
Jens Bürger,person,2025-02-28,12:00,13:00,unavailable
Jens Bürger,person,2025-02-28,13:00,14:00,unavailable
Jens Bürger,person,2025-02-28,15:00,16:00,unavailable
Jens Bürger,person,2025-02-28,16:00,17:00,unavailable
Jeroen Robben,person,2025-02-24,09:00,10:00,unavailable
Jeroen Robben,person,2025-02-24,10:00,11:00,unavailable
Jeroen Robben,person,2025-02-24,11:00,12:00,unavailable
Jeroen Robben,person,2025-02-24,12:00,13:00,unavailable
Jeroen Robben,person,2025-02-24,13:00,14:00,unavailable
Jeroen Robben,person,2025-02-24,14:00,15:00,unavailable
